,date,country_1,country_2,country_3,country_4,countries,organization,claim,source,source_url,fact_check_url,fact_check_lang,final_rating,explanation,category,countries_list,source_domain,resolved_url,resolved_domain,datetime,claim_p
454,2/7/2020,Taiwan,,,,Taiwan,Taiwan FactCheck Center,A doctor said coronavirus can be alive in temperatures of 25-26C. Drinking hot water can help prevent it.,"Line, Facebook",Unavaliable,https://tfc-taiwan.org.tw/articles/2394,Chinese (traditional),false,Coronavirus can be active in temperatures of 25-26C. Drinking hot water does not prevent it.,cures,['Taiwan'],N/A,Unavaliable,N/A,2020-02-07,"['doctor', 'said', 'coronavirus', 'alive', 'temperatures', '26c', 'drinking', 'hot', 'water', 'help', 'prevent']"
588,2/15/2020,Taiwan,,,,Taiwan,Taiwan FactCheck Center,Drinking much hot water can prevent COVID-19.,"Line, Facebook",https://www.facebook.com/permalink.php?story_fbid=749491562246334&id=100015564917308,https://tfc-taiwan.org.tw/articles/2543,Chinese (traditional),false,There is no evidence to support this.,cures,['Taiwan'],facebook.com,https://www.facebook.com/permalink.php?story_fbid=749491562246334&id=100015564917308,facebook.com,2020-02-15,"['drinking', 'hot', 'water', 'prevent', 'covid']"
761,2/26/2020,Lithuania,,,,Lithuania,15min.lt,"A ""letter"" from an uncle in Wuhan claims COVID-19 can be cured with hot water.",Facebook,Unavaliable,https://www.15min.lt/naujiena/aktualu/lietuva/dedes-patarimas-su-covid-19-kovoti-karstu-vandeniu-nepades-56-1282242,Lithuanian,false,"There is no evidence hot water can cure COVID-19, other facts stated in the said letter are also inaccurate.",cures,['Lithuania'],N/A,Unavaliable,N/A,2020-02-26,"['letter', 'uncle', 'wuhan', 'claims', 'covid', 'cured', 'hot', 'water']"
951,3/3/2020,Mexico,,,,Mexico,Animal Político,Drinking hot water prevents the COVID-19,"Facebook, WhatsApp",https://www.facebook.com/photo.php?fbid=10158103135962065&set=a.187121082064&type=3&theater,https://www.animalpolitico.com/elsabueso/falso-beber-agua-caliente-previene-covid/,Spanish,false,This information is false. Health authorities do not recognize hot water as a preventive measure and experts point out that it could be counterproductive.,cures,['Mexico'],facebook.com,https://www.facebook.com/photo.php?fbid=10158103135962065&set=a.187121082064&type=3&theater,facebook.com,2020-03-03,"['drinking', 'hot', 'water', 'prevents', 'covid']"
1258,3/11/2020,Germany,,,,Germany,Correctiv,"If your nose is running you don't have COVID-19. The virus dies at 27 degrees celsius, thererfore you should drink hot water or tea. The most common way to get infected is to touch surfaces. Every normal mask can filter the virus because it is very big.",Facebook. Whatsapp,https://www.facebook.com/110892950496587/photos/a.110899510495931/120851646167384/?type=3&theater,https://correctiv.org/faktencheck/2020/04/03/kettenbrief-angebliche-tipps-eines-italienischen-arztes-zum-coronavirus-sind-groesstenteils-falsch-oder-unbelegt,German,mostly false,"The claims are false or unproven. A running nose can be a symptom of COVID-19. The virus doesn't die at 27 degrees, it can live with much higher temperatures. Drinking hot beverages doesn't cure or prevent the disease.",causes,['Germany'],facebook.com,https://www.facebook.com/110892950496587/photos/a.110899510495931/120851646167384/?type=3&theater,facebook.com,2020-03-11,"['nose', 'running', 'covid', 'virus', 'dies', 'degrees', 'celsius', 'thererfore', 'drink', 'hot', 'water', 'tea', 'common', 'way', 'infected', 'touch', 'surfaces', 'normal', 'mask', 'filter', 'virus', 'big']"
1300,3/12/2020,Brazil,,,,Brazil,Estadão Verifica,Drinking tea and hot water kills the virus; lemon slices in warm water may save your life; it's recommended to keep your money in a sealed plastic bag; a conspiracy theory suggests China is benefiting from the pandemic; vinegar is good for cleaning your hands.,WhatsApp,Unavaliable,https://politica.estadao.com.br/blogs/estadao-verifica/coronavirus-veja-correntes-com-informacoes-falsas-que-circulam-no-whatsapp/,Portuguese,false,Coronavirus has already spread to countries with hot weather; water with lemons does not help prevention; the WHO recommends washing your hands after touching your money; Asian markets have been operating in low marks because of the pandemic; the WHO recommends using alcohol gel and soap to clean your hands.,cures,['Brazil'],N/A,Unavaliable,N/A,2020-03-12,"['drinking', 'tea', 'hot', 'water', 'kills', 'virus', 'lemon', 'slices', 'warm', 'water', 'save', 'life', 'recommended', 'money', 'sealed', 'plastic', 'bag', 'conspiracy', 'theory', 'suggests', 'china', 'benefiting', 'pandemic', 'vinegar', 'good', 'cleaning', 'hands']"
1307,3/12/2020,North Macedonia,Croatia,Bosnia and Herzegovina,Greece,"North Macedonia, Croatia, Bosnia and Herzegovina, Greece",Vistinomer,"The virus can be overcome by drinking hot water every 15 minutes, avoiding cold drinks and ice cream, going out in the sun to kill the virus, and with the ""self-diagnostic guideline"" -- if you hold your breath for 10 seconds and then you do not cough, you do not choke, you do not feel any tension in the lungs, you have no cystic fibrosis in the lungs and the situation is reversible.",Media,Unavaliable,https://vistinomer.mk/dezinformaciite-za-unishtuva%d1%9aeto-na-korona-virusot-i-rakot-ne-umiraat/,Macedonian,false,"These claims are false. The virus enters the oral cavity and the nose, so drinking hot water will not carry the virus to the stomach. Viruses are destroyed at higher temperatures than those normally tolerated by humans, and even sun exposure and body heat have no effect.",cures,"['North Macedonia', 'Croatia', 'Bosnia and Herzegovina', 'Greece']",N/A,Unavaliable,N/A,2020-03-12,"['virus', 'overcome', 'drinking', 'hot', 'water', 'minutes', 'avoiding', 'cold', 'drinks', 'ice', 'cream', 'going', 'sun', 'kill', 'virus', 'self', 'diagnostic', 'guideline', 'hold', 'breath', 'seconds', 'cough', 'choke', 'feel', 'tension', 'lungs', 'cystic', 'fibrosis', 'lungs', 'situation', 'reversible']"
1311,3/12/2020,Lithuania,,,,Lithuania,15min.lt,COVID-19 is cured with hot water and baking soda.,Andrius Lobovas,https://www.facebook.com/andrius.lobovas/videos/2918081231560639/,https://www.15min.lt/naujiena/aktualu/lietuva/skiepu-priesininkas-skelbia-netiesa-nuo-koronaviruso-karstas-vanduo-ir-soda-neisgelbes-56-1288602,Lithuanian,false,Mortality statistics indicate that seasonal flu is at least 60 times less deadly than COVID-19 (based on current data). Hot water and soda have no proven effects to help combat the novel coronavirus.,cures,['Lithuania'],facebook.com,https://www.facebook.com/andrius.lobovas/videos/2918081231560639/,facebook.com,2020-03-12,"['covid', 'cured', 'hot', 'water', 'baking', 'soda']"
1315,3/12/2020,Spain,China,,,"Spain, China",EFE Verifica,Vitamin C protects against the spread of the coronavirus. Lemon in hot water fights cancer. COVID-19 arises from the fusion of genetic material of a snake and a bat.,WhatsApp,Unavaliable,https://www.efe.com/efe/espana/efeverifica/el-audio-de-la-estudiante-china-vitamina-c-no-protege-frente-al-coronavirus/50001435-4194478,Spanish,false,These claims are not proven.,cures,"['Spain', 'China']",N/A,Unavaliable,N/A,2020-03-12,"['vitamin', 'protects', 'spread', 'coronavirus', 'lemon', 'hot', 'water', 'fights', 'cancer', 'covid', 'arises', 'fusion', 'genetic', 'material', 'snake', 'bat']"
1459,3/15/2020,Colombia,,,,Colombia,Colombiacheck,Gargling with hot water and salt can prevent COVID-19.,WhatsApp,Unavaliable,https://colombiacheck.com/chequeos/hacer-gargaras-con-agua-y-sal-no-elimina-el-coronavirus-covid-19,Spanish,false,There is no scientific basis for this claim.,cures,['Colombia'],N/A,Unavaliable,N/A,2020-03-15,"['gargling', 'hot', 'water', 'salt', 'prevent', 'covid']"
1567,3/16/2020,Sri Lanka,,,,Sri Lanka,FactCrescendo,"Coronavirus pneumonia is similar to a dry cough and hot weather, garlic and hot water are remedies for COVID-19.","Facebook, WhatsApp",https://www.facebook.com/photo.php?fbid=1835849846544930&set=a.226159290847335&type=3&theater,https://srilanka.factcrescendo.com/english/fact-check-hot-weather-garlic-and-hot-water-are-not-remedies-against-covid19/,Sinhala,false,"There is no scientific proof that hot and humid weather conditions or drinking warm water and consumption of garlic, onions and other spices can prevent the spread of novel coronavirus infection.",cures,['Sri Lanka'],facebook.com,https://www.facebook.com/photo.php?fbid=1835849846544930&set=a.226159290847335&type=3&theater,facebook.com,2020-03-16,"['coronavirus', 'pneumonia', 'similar', 'dry', 'cough', 'hot', 'weather', 'garlic', 'hot', 'water', 'remedies', 'covid']"
1792,3/18/2020,Latvia,,,,Latvia,Re:Check,Drinking hot water every 15 min helps fighting COVID-19.,https://www.facebook.com/olja.masko?__tn__=%2Cd*F*F-R&eid=ARCuT0Nu8VrRAMULlAtXXzQz8QXfwfulujhblhV_zxjI9lBlWJJ8h_ED4ted2LruIoNYKOkrXdcFu8jV&tn-str=*F,https://www.facebook.com/photo.php?fbid=1405639132962260&set=a.332803016912549&type=3&theater,https://rebaltica.lv/2020/04/nav-taisniba-karsti-dzerieni-un-tisanas-dvielos-nearste-no-covid-19/,Russian,false,"Regular drinking of water, sauna and hot towels do not help fighting COVID-19.",cures,['Latvia'],facebook.com,https://www.facebook.com/photo.php?fbid=1405639132962260&set=a.332803016912549&type=3&theater,facebook.com,2020-03-18,"['drinking', 'hot', 'water', 'min', 'helps', 'fighting', 'covid']"
1840,3/19/2020,Mexico,,,,Mexico,Animal Político,List of UNICEF recommendations against COVID-19 includes drinking hot water.,WhatsApp,Unavaliable,https://animal.mx/2020/03/falso-recomendaciones-unicef-covid-19/,Spanish,false,All the recommendations issued by Unicef are focused on the care of children and families during the pandemic. None of those included in the viral chain belong to or were cited by Unicef.,cures,['Mexico'],N/A,Unavaliable,N/A,2020-03-19,"['list', 'unicef', 'recommendations', 'covid', 'includes', 'drinking', 'hot', 'water']"
2340,3/23/2020,United States,,,,United States,PolitiFact,"""Slices of lemon in a cup of hot water can save your life. The hot lemon can kill the proliferation of"" the novel coronavirus.",Chain message,Unavaliable,https://www.politifact.com/factchecks/2020/mar/24/chain-message/facebook-messenger-video-falsely-claims-hot-lemon-/,English,false,There is no scientific evidence that lemon can treat or prevent the coronavirus. Health officials have debunked the claim. The video comes from a man who promotes alternative health information on YouTube.,cures,['United States'],N/A,Unavaliable,N/A,2020-03-23,"['slices', 'lemon', 'cup', 'hot', 'water', 'save', 'life', 'hot', 'lemon', 'kill', 'proliferation', 'novel', 'coronavirus']"
2463,3/24/2020,India,,,,India,The Quint,Gargling with hot water can prevent coronavirus infection.,"Facebook, Twitter",Unavaliable,https://www.thequint.com/news/webqoof/hot-water-gargles-cure-covid-19-claim-not-medically-corroborated,English,misleading,"Experts and doctors say that there is no evidence to support this claim. Dr Suranjit Chatterjee, senior consultant with Indraprastha Apollo Hospitals, said drinking hot water can be beneficial for a sore throat and generally helps with fighting certain symptoms but is not a medical treatment.",cures,['India'],N/A,Unavaliable,N/A,2020-03-24,"['gargling', 'hot', 'water', 'prevent', 'coronavirus', 'infection']"
2431,3/24/2020,India,,,,India,BOOM FactCheck,"Gargling with hot water cures coronavirus, says a doctor from Mumbai's COVID-19 hospital.",Twitter,https://twitter.com/leorasinha/status/1242167804553342976,https://www.boomlive.in/tiktok-video-on-coronavirus-goes-viral-as-doctor,English,false,"Gargling with water does not cure or prevent coronavirus, and this is not the doctor from the Mumbai hospital but a Tik Tok video with a pre-recorded video clip.",cures,['India'],twitter.com,https://twitter.com/leorasinha/status/1242167804553342976,twitter.com,2020-03-24,"['gargling', 'hot', 'water', 'cures', 'coronavirus', 'says', 'doctor', 'mumbai', 'covid', 'hospital']"
2643,3/26/2020,Taiwan,,,,Taiwan,Taiwan FactCheck Center,A list of 10 tips to combat coronavirus from the board member of Stanford hospital: COVID-19 patients don't have a runny nose; drinking hot water can prevent infection with COVID-19.,Line,Unavaliable,https://tfc-taiwan.org.tw/articles/3400,Chinese (traditional),false,Stanford Health Care denied its board of directors had published this list. All the tips are typical misinformation around COVID-19 already debunked by fact-checkers.,cures,['Taiwan'],N/A,Unavaliable,N/A,2020-03-26,"['list', 'tips', 'combat', 'coronavirus', 'board', 'member', 'stanford', 'hospital', 'covid', 'patients', 'runny', 'nose', 'drinking', 'hot', 'water', 'prevent', 'infection', 'covid']"
2872,3/29/2020,India,,,,India,FactCrescendo,Inhalation of steam from hot water kills COVID-19,Facebook,https://archive.org/details/steam_20200330,https://english.factcrescendo.com/2020/03/30/fact-check-inhalation-of-hot-steam-kills-coronavirus/?check=1,English,false,Inhalation of steam from hot water does not kill coronavirus. There is no research conducted to support the same.,cures,['India'],archive.org,https://archive.org/details/steam_20200330,archive.org,2020-03-29,"['inhalation', 'steam', 'hot', 'water', 'kills', 'covid']"
3035,3/31/2020,India,,,,India,India Today,A video of a Doctor of Mumbai's Kasturba hospital suggesting tea and hot water to cure COVID-19.,Facebook,http://archive.today/tT2KP,https://aajtak.intoday.in/story/fact-check-coronavirus-mumbai-kasturba-hospital-social-media-viral-post-covid-19-precaution-1-1176466.html,Hindi,mostly false,The video is not of a doctor from the Kasturba hospital and there is no evidence that tea and hot water can cure COVID-19.,other,['India'],archive.today,https://www.facebook.com/watch/?v=2717660265017921,facebook.com,2020-03-31,"['video', 'doctor', 'mumbai', 'kasturba', 'hospital', 'suggesting', 'tea', 'hot', 'water', 'cure', 'covid']"
3047,3/31/2020,India,,,,India,FactCrescendo,"No deaths have been reported in Israel due to COVID-19 because they have found a cure for the disease. A solution of hot water, baking soda and lemon is the cure for COVID-19.",Facebook,http://archive.is/wip/xFpPE,https://english.factcrescendo.com/2020/03/31/lemon-and-baking-soda-solution-cannot-cure-covid-19/,English,false,"As of 3/31/20, there have been 15 deaths in Israel due to COVID-19. The solution of lemon, hot water and bicarbonate is not proven to cure COVID-19.",conspiracy theory,['India'],archive.is,https://www.facebook.com/groups/kapitbisigtayo/permalink/741602783037510/,facebook.com,2020-03-31,"['deaths', 'reported', 'israel', 'covid', 'cure', 'disease', 'solution', 'hot', 'water', 'baking', 'soda', 'lemon', 'cure', 'covid']"
3206,4/1/2020,India,,,,India,Factly,Inhaling hot water steam can kill coronavirus.,Social Media,https://www.facebook.com/100005464127405/videos/1259786747546784/,https://factly.in/telugu-inhaling-hot-water-steam-will-not-kill-coronavirus/,Telugu,false,"While hot water steam inhalation may provide some temporary relief for the symptoms in some cases like common cold and flu, there is no scientific evidence to suggest that it can kill coronavirus. The Press Information Bureau (PIB) has also clarified the same.",cures,['India'],facebook.com,https://www.facebook.com/100005464127405/videos/1259786747546784/,facebook.com,2020-04-01,"['inhaling', 'hot', 'water', 'steam', 'kill', 'coronavirus']"
3208,4/1/2020,India,,,,India,Factly,Inhaling hot water steam can kill coronavirus.,Social Media,https://www.facebook.com/TheRealInsomniac/videos/629638337616725/?v=629638337616725,https://factly.in/no-scientific-evidence-to-suggest-that-inhaling-hot-water-steam-can-kill-coronavirus/,English,false,"While hot water steam inhalation may provide some temporary relief for the symptoms in some cases like common cold and flu, there is no scientific evidence to suggest that it can kill coronavirus. The Press Information Bureau (PIB) has also clarified the same.",cures,['India'],facebook.com,https://www.facebook.com/TheRealInsomniac/videos/629638337616725/?v=629638337616725,facebook.com,2020-04-01,"['inhaling', 'hot', 'water', 'steam', 'kill', 'coronavirus']"
3776,4/8/2020,Argentina,Spain,Colombia,,"Argentina, Spain, Colombia",Chequeado,Gargling with baking soda and hot water kills the coronavirus.,Whatsapp,Unavaliable,https://chequeado.com/verificacionfb/no-hay-evidencias-de-que-hacer-gargaras-con-bicarbonato-de-sodio-y-agua-caliente-mate-al-coronavirus/,Spanish,false,The World Health Organization (WHO) doesn't recommend any specific medication to treat COVID-19 disease.,cures,"['Argentina', 'Spain', 'Colombia']",N/A,Unavaliable,N/A,2020-04-08,"['gargling', 'baking', 'soda', 'hot', 'water', 'kills', 'coronavirus']"
5236,4/8/2020,Italy,,,,Italy,Facta,An image shared via WhatsApp states that COVID-19 can be prevented by washing your mouth with hot water and salt or hot water and vinegar.,Whatsapp user,Unavaliable,https://facta.news/2020/04/08/no-non-ci-sono-prove-che-i-gargarismi-con-acqua-calda-e-sale-o-aceto-blocchino-linfezione-da-coronavirus/,Italian,false,There is no evidence that this method is effective in preventing COVID-19. The Italian Ministry of Healthcare has denounced this as one one of the most recurring and false claim on how to prevent the new coronavirus.,cures,['Italy'],N/A,Unavaliable,N/A,2020-04-08,"['image', 'shared', 'whatsapp', 'states', 'covid', 'prevented', 'washing', 'mouth', 'hot', 'water', 'salt', 'hot', 'water', 'vinegar']"
5460,4/8/2020,Lithuania,,,,Lithuania,Delfi Melo Detektorius (Lie Detector),Everyone in Israel drinks a cup of hot water with lemon and a little soda every night. It has been proven to kill the virus.,facebook,https://www.facebook.com/photo.php?fbid=703328193821908&set=a.105476466940420&type=3&theater,https://www.delfi.lt/news/melo-detektorius/melas/plinta-melas-apie-izraeli-ir-koronavirusa-siulo-gerti-karsta-vandeni-su-citrina-ir-soda.d?id=84000281,Lithuanian,false,There are no scientific proof that hot water with lemon could prevent or kill novel coronavirus. Israel is fighting coronavirus just like most of the countries.,cures,['Lithuania'],facebook.com,https://www.facebook.com/photo.php?fbid=703328193821908&set=a.105476466940420&type=3&theater,facebook.com,2020-04-08,"['israel', 'drinks', 'cup', 'hot', 'water', 'lemon', 'little', 'soda', 'night', 'proven', 'kill', 'virus']"
7278,4/16/2020,Philippines,,,,Philippines,AFP,"Multiple posts shared repeatedly on Facebook and Twitter since March 2020 claim that Israel has reported zero deaths from the novel coronavirus, which causes the disease COVID-19. The posts also claim Israeli citizens have protected themselves from COVID-19 by drinking a remedy of hot water, lemon and baking soda, which purportedly “kills” the virus.","FB, Twitter",https://perma.cc/U8BL-47MF,https://factcheck.afp.com/false-social-media-posts-claim-israel-has-reported-zero-deaths-covid-19-due-baking-soda-remedy,English,false,Both claims are false; as of June 21 the World Health Organization (WHO) states Israel has reported 305 deaths from COVID-19; health experts say there is no evidence the baking soda concoction can cure or prevent COVID-19 infections.,cures,['Philippines'],perma.cc,https://www.facebook.com/photo.php?fbid=2904345742935378&set=a.1010839352286036&type=3,facebook.com,2020-04-16,"['multiple', 'posts', 'shared', 'repeatedly', 'facebook', 'twitter', 'march', '2020', 'claim', 'israel', 'reported', 'zero', 'deaths', 'novel', 'coronavirus', 'causes', 'disease', 'covid', 'posts', 'claim', 'israeli', 'citizens', 'protected', 'covid', 'drinking', 'remedy', 'hot', 'water', 'lemon', 'baking', 'soda', 'purportedly', 'kills', 'virus']"
4665,4/23/2020,Portugal,,,,Portugal,Poligrafo,Drinking hot water ou tea kills the new coronavirus because it cannot resist heat. ,Facebook,https://www.facebook.com/sou8ou80/photos/a.390171717818122/1539011772934105/?type=3&theater,https://poligrafo.sapo.pt/fact-check/beber-agua-ou-chas-quentes-mata-o-coronavirus-que-e-fraco-e-nao-resiste-ao-calor,Portuguese,false,There is no scientific evidence that hot water ou tea are able to kill the new coronavirus. ,cures,['Portugal'],facebook.com,https://www.facebook.com/sou8ou80/photos/a.390171717818122/1539011772934105/?type=3&theater,facebook.com,2020-04-23,"['drinking', 'hot', 'water', 'tea', 'kills', 'new', 'coronavirus', 'resist', 'heat']"
4897,4/29/2020,Colombia,,,,Colombia ,La Silla Vacía,The new cure for coronavirus: hot water with three aspirins and lemon.,Facebook post,https://www.facebook.com/renso.basquez/videos/677168426159923/,https://lasillavacia.com/detector-no-mezcla-aspirina-y-limon-no-cura-nuevo-coronavirus-76455,Spanish,false,The hot beverage is not a cure for coronavirus.,,['Colombia'],facebook.com,https://www.facebook.com/renso.basquez/videos/677168426159923/,facebook.com,2020-04-29,"['new', 'cure', 'coronavirus', 'hot', 'water', 'aspirins', 'lemon']"
6821,5/18/2020,Tanzania,,,,Tanzania,PesaCheck,"A mixture of lemon, ginger, and hot water can cure COVID-19.",Facebook,https://archive.vn/K4Taa,https://pesacheck.org/false-lemon-and-ginger-mixture-is-not-a-cure-for-covid-19-d9da30f7ecf5,English,false,"While the mixture has potential health benefits, it is not effective against the disease, which is spread by a virus.",cures,['Tanzania'],archive.vn,https://www.facebook.com/105736870924906/photos/a.105738797591380/148605976637995/?type=1&theater&_rdc=1&_rdr,facebook.com,2020-05-18,"['mixture', 'lemon', 'ginger', 'hot', 'water', 'cure', 'covid']"
6701,6/2/2020,Colombia,,,,Colombia,La Silla Vacía,"A beverage with aspirin, lemon and hot water cures the coronavirus.",Facebook,https://www.facebook.com/miguel.osorio2/videos/10158301261329634/,https://lasillavacia.com/detector-mezcla-aspirina-y-limon-no-cura-nuevo-coronavirus-76968,Spanish,false,There is no scientific proof that aspirin and home remedies cure the virus. Self medication can be dangerous. ,,['Colombia'],facebook.com,https://www.facebook.com/miguel.osorio2/videos/10158301261329634/,facebook.com,2020-06-02,"['beverage', 'aspirin', 'lemon', 'hot', 'water', 'cures', 'coronavirus']"
